registered;cookie;browser;country;timestamp;zip
266;2da71e8c-258b-461d-af0f-a78977237d55;"Opera/8.33 (X11; Linux x86_64; en-US) Presto/2.12.325 Version/12.00";NO;1733954662;74007
267;e96db32d-c787-4ef6-845d-e268b4216160;"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/5321 (KHTML, like Gecko) Chrome/39.0.813.0 Mobile Safari/5321";BT;1734087197;68623
268;9a1df3fb-6c94-4283-9407-44c8b1ced6a3;"Opera/10.20 (Macintosh; U; PPC Mac OS X 10_9_8; en-US) Presto/2.13.182 Version/11.00";SI;1733968630;29879
269;45619f90-d01f-4f72-ab4f-2a937641bac4;"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_8_9) AppleWebKit/5322 (KHTML, like Gecko) Chrome/37.0.841.0 Mobile Safari/5322";LR;1734025738;42501
270;a8f646e3-4eb2-4119-9ab3-d70998a6d9b2;"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_9_10) AppleWebKit/5360 (KHTML, like Gecko) Chrome/36.0.814.0 Mobile Safari/5360";PM;1734068945;60406
271;258f6ac7-87c4-49c8-8ba3-0c367f1f9d12;"Mozilla/5.0 (X11; Linux i686) AppleWebKit/5362 (KHTML, like Gecko) Chrome/37.0.849.0 Mobile Safari/5362";LR;1733962808;56213
272;4017e352-882b-4b57-95ff-e2a3f7c88462;"Opera/10.42 (Macintosh; U; Intel Mac OS X 10_8_3; en-US) Presto/2.9.175 Version/10.00";IR;1733971722;93789
273;af0bf079-9fb1-46f4-bbed-e735b59476c1;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_6 rv:6.0; en-US) AppleWebKit/536.3.3 (KHTML, like Gecko) Version/4.2 Safari/536.3.3";PK;1733949593;24534
274;4c9c8204-aa7f-4e14-95f7-de4c7535efca;"Mozilla/5.0 (Windows NT 5.01; en-US; rv:1.9.2.20) Gecko/1914-30-06 Firefox/35.0";UG;1734073104;83277
275;b0299187-656c-4cf7-bfc2-3425aa623b5b;"Opera/10.96 (Windows NT 6.0; en-US) Presto/2.10.254 Version/13.00";GY;1733937715;43860
276;9e33d706-0dcd-4906-b7af-0e2a1283af42;"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_1) AppleWebKit/5341 (KHTML, like Gecko) Chrome/37.0.896.0 Mobile Safari/5341";MN;1733968866;24437
277;db1fcd26-45fc-4cbc-a373-1e3ac792aa95;"Mozilla/5.0 (Windows; U; Windows 98) AppleWebKit/534.7.8 (KHTML, like Gecko) Version/4.1 Safari/534.7.8";BT;1733972585;72081
278;3b5544c5-fdf5-440a-9c9f-1f82afe0285f;"Opera/9.97 (Windows CE; en-US) Presto/2.8.291 Version/10.00";EC;1733955902;51206
279;18dd6d75-2f2b-464c-8082-c186e8923f23;"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/5320 (KHTML, like Gecko) Chrome/39.0.850.0 Mobile Safari/5320";BF;1733970721;50141
280;e2825d52-4d0c-4510-a304-c07c953aef19;"Mozilla/5.0 (Windows NT 6.0; en-US; rv:1.9.2.20) Gecko/1933-04-01 Firefox/36.0";SO;1733973856;74941
281;55cdb046-4612-4bac-8ac6-7dd00ce326df;"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/5340 (KHTML, like Gecko) Chrome/36.0.872.0 Mobile Safari/5340";BF;1734022248;66534
282;fa2fcc46-daac-4696-99b8-c5bc9c77aa4d;"Mozilla/5.0 (Windows CE; en-US; rv:1.9.3.20) Gecko/2024-12-06 Firefox/37.0";DK;1733967257;11462
283;3a1b7e61-e837-4ea9-846b-389925088d35;"Opera/8.51 (X11; Linux i686; en-US) Presto/2.11.227 Version/10.00";VG;1733924851;63152
284;be4a4cfb-b5da-45c9-a085-54d5da342eb3;"Mozilla/5.0 (Windows 98; Win 9x 4.90) AppleWebKit/5341 (KHTML, like Gecko) Chrome/40.0.862.0 Mobile Safari/5341";SZ;1733938983;11757
285;eead5b77-7e6e-4bd3-9a8a-009c5edbd664;Mozilla/5.0 (Windows NT 5.1) AppleWebKit/5362 (KHTML, like Gecko) Chrome/38.0.853.0 Mobile Safari/5362;SR;1733978397;54687
286;c8038407-ccec-4729-a038-a8ce9c27913e;"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_8_3 rv:7.0) Gecko/1969-01-05 Firefox/36.0";ER;1734023306;88860
287;d9ebbfdf-6f85-4c02-a954-1874a39cc589;"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_8_9) AppleWebKit/5361 (KHTML, like Gecko) Chrome/38.0.809.0 Mobile Safari/5361";DO;1733921668;43900
288;a57f94d9-b393-441d-9504-eddc0a9fa8b5;"Mozilla/5.0 (X11; Linux i686) AppleWebKit/5341 (KHTML, like Gecko) Chrome/36.0.892.0 Mobile Safari/5341";YT;1733991015;79518
289;3bcc229e-2ca1-4cdf-8e74-a7183a50357e;"Opera/8.89 (X11; Linux i686; en-US) Presto/2.13.164 Version/11.00";VI;1734017798;50607
290;7f18a8c7-da43-42db-abc8-ed0254f8b735;Mozilla/5.0 (Windows 98) AppleWebKit/5311 (KHTML, like Gecko) Chrome/38.0.878.0 Mobile Safari/5311;BS;1734044214;77131
291;18db6408-58df-4478-b618-0841c8b46dea;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_7 rv:7.0) Gecko/1938-17-12 Firefox/35.0";US;1734002931;12049
292;9827c960-4cec-47e4-aa6f-51e710dc6a56;"Mozilla/5.0 (iPhone; CPU iPhone OS 9_2_2 like Mac OS X; en-US) AppleWebKit/536.15.2 (KHTML, like Gecko) Version/4.0.5 Mobile/8B119 Safari/6536.15.2";ZA;1733932499;34394
293;7916969d-da05-43c7-8a23-144b68a641f6;"Mozilla/5.0 (iPhone; CPU iPhone OS 7_1_2 like Mac OS X; en-US) AppleWebKit/533.18.5 (KHTML, like Gecko) Version/3.0.5 Mobile/8B116 Safari/6533.18.5";LA;1733924754;90451
294;8c7e9989-736c-4e09-8aa1-3f0ac7201f8b;"Opera/10.84 (Windows 98; en-US) Presto/2.9.350 Version/13.00";SE;1733985843;52237
295;56151bfa-bb66-4ada-9560-bb57dd04dfad;Mozilla/5.0 (Windows CE) AppleWebKit/5340 (KHTML, like Gecko) Chrome/40.0.861.0 Mobile Safari/5340;NO;1733933201;44918
296;8443b813-dffc-494f-bc94-3253ecce8a54;"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_9_10) AppleWebKit/5330 (KHTML, like Gecko) Chrome/37.0.890.0 Mobile Safari/5330";BG;1733966567;39812
297;60350896-0da3-4baa-b46b-74500cc72ce2;"Opera/8.86 (Macintosh; PPC Mac OS X 10_8_6; en-US) Presto/2.9.214 Version/10.00";BR;1734023535;42764
298;35b6ff97-fa7c-4ebd-8c83-753a94df8b61;"Opera/9.22 (X11; Linux i686; en-US) Presto/2.12.210 Version/12.00";NI;1733957696;25638
299;4fac5a19-e387-4c33-9303-bebc28d69415;"Opera/10.68 (Macintosh; U; PPC Mac OS X 10_9_9; en-US) Presto/2.10.213 Version/11.00";LY;1733984135;50168
300;8102cce5-5d6d-417e-81db-1832f278e708;"Mozilla/5.0 (Windows NT 6.1; en-US; rv:1.9.0.20) Gecko/2018-30-05 Firefox/36.0";CF;1733950106;89363
301;dac56e4c-58bb-4ab2-999c-c6fa4097199d;"Opera/9.44 (Macintosh; PPC Mac OS X 10_5_2; en-US) Presto/2.11.222 Version/13.00";JM;1733979160;30059
302;6c4de725-01c2-470c-97a4-82dfec54e2cd;"Mozilla/5.0 (X11; Linux i686) AppleWebKit/5361 (KHTML, like Gecko) Chrome/37.0.880.0 Mobile Safari/5361";BJ;1733961152;60217
303;cc53ae91-47c4-488f-a837-c00449199cc5;"Opera/10.94 (Windows 95; en-US) Presto/2.13.301 Version/12.00";EG;1734000900;69438
304;a4c1c384-7562-4a23-820e-49fce3ae91ad;"Mozilla/5.0 (Windows 95; en-US; rv:1.9.2.20) Gecko/1953-07-11 Firefox/37.0";HU;1734053118;25093
305;d93a211f-0b2d-490e-89f9-b728c5abd812;"Opera/9.49 (X11; Linux x86_64; en-US) Presto/2.10.258 Version/12.00";IL;1733975630;90222
306;022c9a0c-8cf6-45bf-a5a8-747f2f9fc224;Mozilla/5.0 (Windows NT 5.0) AppleWebKit/5350 (KHTML, like Gecko) Chrome/39.0.812.0 Mobile Safari/5350;AZ;1733972047;66640
307;30c700b8-2c99-4390-8c4b-37739585324f;"Mozilla/5.0 (X11; Linux i686) AppleWebKit/5321 (KHTML, like Gecko) Chrome/36.0.897.0 Mobile Safari/5321";UZ;1733990276;34129
308;f8293dce-efe7-4ac9-ace7-854b4d3f6bd6;"Mozilla/5.0 (Windows 98; Win 9x 4.90) AppleWebKit/5332 (KHTML, like Gecko) Chrome/38.0.806.0 Mobile Safari/5332";YT;1733935018;25435
309;6326669a-341d-4155-bd3d-80683720e122;"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/5360 (KHTML, like Gecko) Chrome/36.0.870.0 Mobile Safari/5360";KP;1733942998;25161
310;d14febe4-76c5-4075-87e5-274c74ae4e61;"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_6_1) AppleWebKit/5322 (KHTML, like Gecko) Chrome/38.0.812.0 Mobile Safari/5322";LY;1734068124;32477
311;72b343b4-1c83-4a7b-88ed-d416ceeef389;"Mozilla/5.0 (X11; Linux i686; rv:7.0) Gecko/1982-17-12 Firefox/35.0";SE;1734084490;64534
312;5ec91d6d-6765-43f9-99c6-af3e8db0380e;"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_7_2) AppleWebKit/5322 (KHTML, like Gecko) Chrome/40.0.814.0 Mobile Safari/5322";FX;1733952272;20632
313;6617fbc9-0d66-400f-99c3-a6168154511b;"Mozilla/5.0 (Windows NT 6.2; en-US; rv:1.9.1.20) Gecko/1993-14-03 Firefox/36.0";HU;1734064103;94880
314;db25cff8-f3ea-44fb-99c3-230a4ac31061;"Mozilla/5.0 (Windows 98; en-US; rv:1.9.2.20) Gecko/1904-21-05 Firefox/36.0";KM;1734030564;49532
315;1a0b72a4-d6c6-47dc-adca-471bcf612f0d;"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_8_9) AppleWebKit/5350 (KHTML, like Gecko) Chrome/36.0.876.0 Mobile Safari/5350";TT;1734076880;27875
316;7da959e1-2ad5-421a-9748-ee58a717dcdd;"Mozilla/5.0 (X11; Linux i686; rv:6.0) Gecko/1928-17-03 Firefox/36.0";PE;1734026331;81979
317;94ff6f28-ac96-4dbd-ae42-9599c0cdab8e;"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_8_6 rv:5.0; en-US) AppleWebKit/534.29.6 (KHTML, like Gecko) Version/5.1 Safari/534.29.6";JO;1733993606;44450
318;cef1e1f3-3460-4129-ba52-66cdbd0e6218;"Mozilla/5.0 (Windows 95; en-US; rv:1.9.3.20) Gecko/1905-23-01 Firefox/36.0";ZA;1733921244;53189
319;924ec654-116c-42ab-9c96-38824f46e96a;"Mozilla/5.0 (iPad; CPU OS 9_0_2 like Mac OS X; en-US) AppleWebKit/532.17.7 (KHTML, like Gecko) Version/4.0.5 Mobile/8B114 Safari/6532.17.7";NR;1734017055;33041
320;942a956a-38da-49ef-8fcd-5b49f25ca2c2;"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_6_4) AppleWebKit/5352 (KHTML, like Gecko) Chrome/40.0.834.0 Mobile Safari/5352";WS;1734012501;69481
321;02ae75ca-37ef-4707-ac37-0fc480f0a17e;"Mozilla/5.0 (X11; Linux i686; rv:5.0) Gecko/2008-19-05 Firefox/35.0";SZ;1734069162;11014
322;df1c070d-bef0-4474-8884-98eca696c441;"Opera/10.79 (X11; Linux x86_64; en-US) Presto/2.10.196 Version/11.00";BH;1733937647;27582
323;5f686523-6c0b-4f7c-919f-b53deaa933b8;"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_5_10) AppleWebKit/5322 (KHTML, like Gecko) Chrome/37.0.826.0 Mobile Safari/5322";NR;1733986432;99559
324;5546dd06-4353-4d9c-ab3a-5ff8e49df630;"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/5312 (KHTML, like Gecko) Chrome/38.0.884.0 Mobile Safari/5312";LC;1733975533;86344
325;49285e5c-292d-4486-9086-cecf173b2b6d;"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_9_3) AppleWebKit/5321 (KHTML, like Gecko) Chrome/36.0.832.0 Mobile Safari/5321";UG;1733994963;52613
326;ac1c2ede-cd54-4c8d-937b-056afbeaef1b;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_7) AppleWebKit/5330 (KHTML, like Gecko) Chrome/36.0.879.0 Mobile Safari/5330";CH;1733963949;12045
327;6beaea39-9ec5-4dd5-a3c5-b87b1a78d328;"Mozilla/5.0 (iPad; CPU OS 8_2_1 like Mac OS X; en-US) AppleWebKit/534.13.1 (KHTML, like Gecko) Version/4.0.5 Mobile/8B111 Safari/6534.13.1";MP;1733997759;30374
328;837bb05f-8dde-4d34-a373-e80f364337b5;"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_9_0 rv:7.0) Gecko/1921-01-04 Firefox/36.0";TC;1734062326;36001
329;24991d39-f40f-4ba4-8814-7a115bba5cf6;"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/5330 (KHTML, like Gecko) Chrome/37.0.809.0 Mobile Safari/5330";KW;1733950766;19219
330;94dd3f1e-4396-43dd-8ddb-e05aa26d1138;Mozilla/5.0 (Windows NT 5.2) AppleWebKit/5311 (KHTML, like Gecko) Chrome/38.0.867.0 Mobile Safari/5311;AD;1734041067;53303
331;663e6ecd-171c-4c7b-980a-51058d974f99;"Mozilla/5.0 (X11; Linux i686; rv:6.0) Gecko/1932-04-10 Firefox/37.0";SM;1734024475;59254
332;fae2257a-2331-47c2-9a7f-81202ff7994c;"Mozilla/5.0 (Windows; U; Windows NT 5.2) AppleWebKit/534.2.2 (KHTML, like Gecko) Version/5.1 Safari/534.2.2";TV;1734057465;94653
333;31e2588a-c5a0-4b8f-a48d-2280bfbd0f50;"Mozilla/5.0 (iPhone; CPU iPhone OS 7_3_1 like Mac OS X; en-US) AppleWebKit/536.12.2 (KHTML, like Gecko) Version/5.0.5 Mobile/8B114 Safari/6536.12.2";ZA;1734015722;40790
334;cdff4121-3f21-40c8-bfe8-7544b86e59cc;"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_7_5) AppleWebKit/5352 (KHTML, like Gecko) Chrome/37.0.882.0 Mobile Safari/5352";ZM;1734068764;41624
335;8c099182-aa41-4fe9-9525-ee0998d1b2c7;Mozilla/5.0 (Windows NT 4.0) AppleWebKit/5330 (KHTML, like Gecko) Chrome/36.0.853.0 Mobile Safari/5330;GU;1734083674;39027
336;157ff578-94a6-411d-a624-24595a312b6c;"Opera/8.38 (X11; Linux i686; en-US) Presto/2.9.317 Version/12.00";MP;1733963630;96757
337;0abff367-5b8d-4731-9d8c-757b4dd4bd82;"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_9_3) AppleWebKit/5320 (KHTML, like Gecko) Chrome/40.0.837.0 Mobile Safari/5320";PY;1733977914;86957
338;562bcd30-d230-4f78-b131-f2e55788491f;"Mozilla/5.0 (X11; Linux i686; rv:7.0) Gecko/2011-25-04 Firefox/37.0";SN;1734000525;72688
339;df40a6db-e43a-4b61-a1f1-d74647027bde;"Mozilla/5.0 (iPhone; CPU iPhone OS 7_2_2 like Mac OS X; en-US) AppleWebKit/533.36.8 (KHTML, like Gecko) Version/5.0.5 Mobile/8B116 Safari/6533.36.8";SH;1734021502;44467
340;0687d47f-45a9-478d-94cd-50556b48a88e;"Mozilla/5.0 (iPad; CPU OS 8_3_3 like Mac OS X; en-US) AppleWebKit/533.46.8 (KHTML, like Gecko) Version/5.0.5 Mobile/8B115 Safari/6533.46.8";KH;1733999238;56813
341;7b173d78-90a9-4183-8ecc-1e84b5f811d2;"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_5_8 rv:4.0; en-US) AppleWebKit/536.25.6 (KHTML, like Gecko) Version/5.1 Safari/536.25.6";IL;1734079184;33492
342;0423989a-1dab-4e31-aaf2-f141f18cb69e;"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_8_0) AppleWebKit/5312 (KHTML, like Gecko) Chrome/37.0.883.0 Mobile Safari/5312";LI;1733941813;99612
343;329fcc8b-8ce9-4477-8599-8eeef9729a11;"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_9_0) AppleWebKit/5360 (KHTML, like Gecko) Chrome/37.0.866.0 Mobile Safari/5360";ZM;1733930690;75780
344;06d9a21b-df35-4e25-beb8-7ba5b15e9840;"Mozilla/5.0 (X11; Linux x86_64; rv:7.0) Gecko/2021-10-09 Firefox/36.0";SJ;1733956479;53694
345;6c8b3b1e-2e89-4389-9d7b-4c4f3a716530;"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_7_4) AppleWebKit/5322 (KHTML, like Gecko) Chrome/38.0.833.0 Mobile Safari/5322";MS;1734032213;92101
346;606526c6-357e-47e2-9d97-c06fbac68181;"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_8_1) AppleWebKit/5362 (KHTML, like Gecko) Chrome/36.0.892.0 Mobile Safari/5362";BG;1734011711;85811
347;e8cd547e-1853-440b-9c77-d454736556f5;"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_5_7 rv:6.0; en-US) AppleWebKit/536.35.2 (KHTML, like Gecko) Version/6.1 Safari/536.35.2";EE;1733975155;95954
348;a0d84c87-b4f3-41f9-bd29-1e58e9bdae6a;Mozilla/5.0 (Windows NT 5.01) AppleWebKit/5322 (KHTML, like Gecko) Chrome/38.0.804.0 Mobile Safari/5322;OM;1733960305;41138
349;e0d09ee6-29af-4fd9-9a3e-9dca34dd4745;"Opera/9.34 (Macintosh; Intel Mac OS X 10_7_2; en-US) Presto/2.9.187 Version/13.00";PF;1734024183;31863
350;c9af92d7-df5f-47fa-8db2-e7de97dc40ce;"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_9_10) AppleWebKit/5341 (KHTML, like Gecko) Chrome/37.0.869.0 Mobile Safari/5341";AE;1734017295;20948
351;dd2fa7b7-3754-4971-af6a-06e1f01fec93;"Mozilla/5.0 (X11; Linux i686; rv:7.0) Gecko/1978-13-07 Firefox/37.0";AG;1733995329;81451
352;345b90ce-97d1-4fe7-8823-fab8613db8b5;"Mozilla/5.0 (iPad; CPU OS 7_0_3 like Mac OS X; en-US) AppleWebKit/531.5.6 (KHTML, like Gecko) Version/5.0.5 Mobile/8B112 Safari/6531.5.6";KP;1733970248;98459
353;e3975585-f73e-4813-952e-fbc9185954ac;Mozilla/5.0 (Windows NT 6.2) AppleWebKit/5322 (KHTML, like Gecko) Chrome/38.0.857.0 Mobile Safari/5322;DE;1734043571;54389
354;0517401a-8ebe-40e8-b55b-03cb4fd6e01b;Mozilla/5.0 (Windows 95) AppleWebKit/5312 (KHTML, like Gecko) Chrome/36.0.803.0 Mobile Safari/5312;GM;1733968688;14663
355;b484d5a9-dd86-4b88-b012-3fc27da780ac;"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_7_4 rv:4.0; en-US) AppleWebKit/535.25.8 (KHTML, like Gecko) Version/6.1 Safari/535.25.8";CX;1733997912;67225
356;4fc48b86-0454-44ec-ab12-6933be1fc0f2;"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_6_3 rv:5.0) Gecko/2008-02-07 Firefox/35.0";CL;1734033719;98784
357;43b1cf0c-9d0e-4262-92d3-57c9afaff19f;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_8) AppleWebKit/5351 (KHTML, like Gecko) Chrome/39.0.812.0 Mobile Safari/5351";CM;1733965288;61835
358;57189008-8430-4bd2-bbd2-2a35cf10edaa;Mozilla/5.0 (Windows NT 4.0) AppleWebKit/5321 (KHTML, like Gecko) Chrome/39.0.860.0 Mobile Safari/5321;NG;1734074539;98387
359;a48f8caa-f946-4347-a38e-93eaa384157a;"Mozilla/5.0 (X11; Linux i686) AppleWebKit/5321 (KHTML, like Gecko) Chrome/39.0.851.0 Mobile Safari/5321";DK;1734085048;98550
360;beedada2-3a76-42f7-ac41-c3465969f95e;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5 rv:4.0) Gecko/1978-23-03 Firefox/37.0";SJ;1733931760;57971
361;3b7f13c6-e3a1-4857-a2f5-4a743bf4657f;"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/5362 (KHTML, like Gecko) Chrome/38.0.839.0 Mobile Safari/5362";NA;1733941714;96529
362;40728f6f-fc2b-4410-87bb-52aa1cd970b7;Mozilla/5.0 (Windows NT 5.1) AppleWebKit/5350 (KHTML, like Gecko) Chrome/37.0.846.0 Mobile Safari/5350;QA;1734034624;68110
363;de8968a9-50dd-41c4-9462-f8d844bccb37;"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_8_0 rv:5.0; en-US) AppleWebKit/535.11.2 (KHTML, like Gecko) Version/6.0 Safari/535.11.2";NI;1734035370;48891
364;34ebf6dc-3891-4d75-bda9-e5f23c3de956;"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_7_10) AppleWebKit/5322 (KHTML, like Gecko) Chrome/39.0.845.0 Mobile Safari/5322";GF;1734058636;54089
365;2b2a90d9-cff8-4c49-814f-ebf15cb178ba;"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_8_7 rv:2.0) Gecko/2016-05-06 Firefox/36.0";FI;1734052456;20880
366;b49d7eea-1e8e-4938-ab13-cca2ee1a33f1;"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_9_5 rv:3.0) Gecko/1904-28-06 Firefox/35.0";DZ;1733981764;42900
367;e87f1956-09d2-4440-a318-7f7585aa97b9;"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_7_1) AppleWebKit/5322 (KHTML, like Gecko) Chrome/37.0.803.0 Mobile Safari/5322";KN;1734090089;10553
368;08143e99-44d4-41f7-b955-ff2c7ba73a3a;"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_8_2) AppleWebKit/5320 (KHTML, like Gecko) Chrome/38.0.891.0 Mobile Safari/5320";YT;1734077830;44681
369;18f44bf4-e3f2-41c9-803b-aae29668a44c;"Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_2 like Mac OS X; en-US) AppleWebKit/533.18.3 (KHTML, like Gecko) Version/3.0.5 Mobile/8B114 Safari/6533.18.3";VA;1733962735;43076
370;18ad73cc-6bc1-4299-9248-a2a565dfd26a;"Mozilla/5.0 (Windows NT 5.0; en-US; rv:1.9.3.20) Gecko/1933-20-07 Firefox/36.0";MR;1734016358;91668
371;ede0585f-6e2d-4178-a792-9a800907a6ef;"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/5340 (KHTML, like Gecko) Chrome/37.0.891.0 Mobile Safari/5340";GR;1733935300;75176
372;ee79aac4-c2d6-4461-ab75-b7619927749f;"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/5330 (KHTML, like Gecko) Chrome/39.0.884.0 Mobile Safari/5330";MC;1734008093;92250
373;2b3163a6-1d3e-470e-a4df-d3139bc045e9;"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_0) AppleWebKit/5311 (KHTML, like Gecko) Chrome/38.0.898.0 Mobile Safari/5311";SK;1734012760;23009
374;aca6ce9c-c55c-4680-abee-249cd49837af;"Opera/9.62 (X11; Linux x86_64; en-US) Presto/2.13.330 Version/12.00";ID;1733929561;34870
375;57eda8ed-1c2b-4df5-9ae5-d208b1652283;"Mozilla/5.0 (Windows NT 4.0; en-US; rv:1.9.3.20) Gecko/1969-02-04 Firefox/37.0";FX;1734065604;42915
376;ee6d4c54-18d9-461c-a974-93d5c9cd9658;"Mozilla/5.0 (iPhone; CPU iPhone OS 9_1_2 like Mac OS X; en-US) AppleWebKit/535.6.8 (KHTML, like Gecko) Version/5.0.5 Mobile/8B120 Safari/6535.6.8";MQ;1734040126;71023
377;135e4972-dd8c-4392-afb5-749b20a10e87;"Opera/8.18 (Windows NT 6.1; en-US) Presto/2.12.269 Version/12.00";MG;1734068242;29120
378;eec16286-7a94-4e90-bfb8-ccd75aaa2689;"Mozilla/5.0 (Windows 98; Win 9x 4.90) AppleWebKit/5340 (KHTML, like Gecko) Chrome/36.0.863.0 Mobile Safari/5340";MT;1733974075;42285
379;51f424ec-5e8e-4d12-b29b-bb927de3aa0c;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_6 rv:7.0; en-US) AppleWebKit/532.27.6 (KHTML, like Gecko) Version/4.2 Safari/532.27.6";FM;1734040598;70515
380;0b9dfb60-a27b-41a7-bc5d-a6cfaa15c54c;"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_5_2 rv:4.0; en-US) AppleWebKit/533.8.1 (KHTML, like Gecko) Version/6.0 Safari/533.8.1";SD;1733934246;38460
381;abb9baa9-78b8-45df-b31c-b431630a28ea;"Mozilla/5.0 (Windows NT 5.2; en-US; rv:1.9.2.20) Gecko/1968-22-05 Firefox/37.0";AT;1733977477;19928
382;23a87558-b3c9-40c0-8358-e40d2fcc34d9;"Mozilla/5.0 (Windows; U; Windows 98; Win 9x 4.90) AppleWebKit/535.15.4 (KHTML, like Gecko) Version/4.0 Safari/535.15.4";LT;1733970393;75015
383;257aeaf6-8bd3-461b-91e5-95b65c780767;"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/5331 (KHTML, like Gecko) Chrome/39.0.890.0 Mobile Safari/5331";LY;1734065729;34411
384;5a0901ed-cc30-46f1-84b8-29b34e0181f9;"Mozilla/5.0 (Windows 98; en-US; rv:1.9.2.20) Gecko/1917-13-04 Firefox/37.0";TD;1734019176;76267
385;785c2f8a-042d-47cf-aa23-1979bb03812e;"Mozilla/5.0 (X11; Linux i686) AppleWebKit/5331 (KHTML, like Gecko) Chrome/37.0.885.0 Mobile Safari/5331";YU;1733957108;49075
386;c6e0aa98-c1df-4b22-a79a-0a914e6989c4;"Mozilla/5.0 (iPad; CPU OS 8_0_2 like Mac OS X; en-US) AppleWebKit/533.31.2 (KHTML, like Gecko) Version/3.0.5 Mobile/8B115 Safari/6533.31.2";TG;1734047148;62763
387;ced41ec6-9d84-40d1-8bbe-c3e7ee5780ba;"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_9_9) AppleWebKit/5321 (KHTML, like Gecko) Chrome/40.0.872.0 Mobile Safari/5321";NU;1734025645;23621
388;0f6ca820-e959-4752-9cec-241a3a3b04c4;"Mozilla/5.0 (Windows; U; Windows NT 4.0) AppleWebKit/532.13.6 (KHTML, like Gecko) Version/6.1 Safari/532.13.6";TR;1734000662;25170
389;56d4a844-846b-4bc4-868d-0ce90dbe289c;"Mozilla/5.0 (X11; Linux i686) AppleWebKit/5332 (KHTML, like Gecko) Chrome/38.0.803.0 Mobile Safari/5332";KN;1734007053;97657
390;e3cb5f0c-dd70-41a2-97b2-ea520afd16bd;"Opera/10.94 (Macintosh; Intel Mac OS X 10_8_4; en-US) Presto/2.13.287 Version/12.00";MM;1733986349;85095
391;90fa8ff2-9322-4bf0-8da9-63b7243c8eaa;"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_9_6 rv:4.0; en-US) AppleWebKit/534.38.4 (KHTML, like Gecko) Version/4.2 Safari/534.38.4";MP;1734084115;16658
392;831f0ada-3cb9-47dc-b5c1-564b9655374d;"Opera/8.54 (X11; Linux i686; en-US) Presto/2.9.297 Version/12.00";BE;1733953486;45270
