item_id;supplier;category_id;color;size;price;stock_level
5127;How's My Offer?;61970;BlanchedAlmond;7;69.53;
5128;Lilly Open Innovation Drug Discovery;25724;PeachPuff;5;44.89;
5129;DataLogix;46257;Green;4;59.10;
5130;Boston Consulting Group;68595;DarkOliveGreen;7;61.23;
5131;EarthObserver App;87142;PaleGreen;6;73.64;
5132;US Green Data;7455;LightSteelBlue;5;69.38;
5133;Remi;83968;MediumVioletRed;4;27.62;
5134;Child Care Desk;8698;OliveDrab;5;50.27;
5135;Estately;15348;NavajoWhite;6;44.16;
5136;Marinexplore, Inc.;12360;WhiteSmoke;8;63.97;
5137;Arpin Van Lines;79435;Indigo ;8;45.95;
5138;Zebu Compliance Solutions;46783;LightPink;5;56.03;
5139;Nielsen;95760;NavajoWhite;5;48.38;
5140;GoodGuide;59857;MediumTurquoise;5;74.88;
5141;iMedicare;6225;Teal;8;36.31;
5142;Civic Insight;76239;PaleGoldenRod;4;61.11;
5143;PatientsLikeMe;47161;Fuchsia;8;31.19;
5144;RAND Corporation;79767;OliveDrab;7;53.75;
5145;StockSmart;36662;DodgerBlue;4;72.04;
5146;National Van Lines;781;DarkRed;7;45.17;
5147;Ranku;83822;SeaShell;7;61.89;
5148;HopStop;17723;Ivory;8;20.65;
5149;Govini;89656;Green;7;59.69;
5150;PublicEngines;73683;MediumSeaGreen;4;53.69;
5151;AllState Insurance Group;59307;HoneyDew;7;39.84;
5152;Teradata;35377;Brown;5;77.21;
5153;Caspio;64862;FireBrick;7;59.15;
5154;Berkshire Hathaway;86655;Plum;7;72.86;
5155;Be Informed;65465;Khaki;6;40.54;
5156;Code-N;92624;Snow;5;72.27;
5157;Ensco;93819;SteelBlue;5;27.40;
5158;WebMD;57986;DarkTurquoise;4;52.77;
5159;Mapbox;470;Wheat;8;29.72;
5160;CareSet Systems;82045;PaleTurquoise;6;33.16;
5161;Equilar;58015;LightCoral;5;35.60;
5162;Iodine;92252;LightSalmon;5;42.52;
5163;Appallicious;93254;MediumAquaMarine;4;35.34;
5164;DemystData;95902;MediumAquaMarine;7;27.28;
5165;Canon;23060;Lavender;6;77.34;
5166;Socrata;86081;Plum;6;39.22;
5167;Mapbox;43382;LightPink;6;29.97;
5168;Business and Legal Resources;82552;LemonChiffon;7;55.35;
5169;ASC Partners;42432;Indigo ;4;21.73;
5170;STILLWATER SUPERCOMPUTING INC;71004;DeepSkyBlue;7;37.81;
5171;Smartronix;90746;Olive;5;64.24;
5172;Sophic Systems Alliance;76549;MediumSeaGreen;6;36.30;
5173;OpenCounter;66523;BlanchedAlmond;7;39.83;
5174;Enervee Corporation;64551;LightCyan;7;46.38;
5175;Acxiom;97280;Turquoise;6;20.24;
5176;Unigo LLC;88977;NavajoWhite;8;24.34;
5177;ProgrammableWeb;89302;LimeGreen;6;42.19;
5178;StockSmart;8398;Darkorange;7;21.50;
5179;Investormill;85625;FloralWhite;8;24.94;
5180;Intermap Technologies;36858;PowderBlue;5;24.02;
5181;Peterson's;18106;Tan;7;71.86;
5182;iTriage;93092;Sienna;8;32.64;
5183;The Schork Report;89004;LemonChiffon;4;52.40;
5184;Loqate, Inc.;840;Coral;4;44.79;
5185;FarmLogs;17249;LightGoldenRodYellow;5;29.82;
5186;Geolytics;13918;Pink;4;74.51;
5187;Xignite;49241;PaleGreen;5;23.31;
5188;Zurich Insurance (Risk Room);8186;MintCream;8;78.42;
5189;Uber;37565;Tan;5;31.21;
5190;Berkshire Hathaway;99899;PapayaWhip;8;26.99;
5191;BaleFire Global;74129;MediumVioletRed;4;79.46;
5192;Stormpulse;42376;Turquoise;5;71.23;
5193;gRadiant Research LLC;47372;Yellow;4;75.43;
5194;Microsoft Windows Azure Marketplace;64460;Wheat;8;26.64;
5195;Altova;22110;IndianRed ;6;24.53;
5196;Estately;87434;LightBlue;4;76.16;
5197;Morningstar, Inc.;43558;BurlyWood;4;55.76;
5198;Berkery Noyes MandASoft;30296;SlateGray;4;71.11;
5199;Patently-O;96630;DimGrey;5;64.20;
5200;Urban Airship;55543;MediumTurquoise;5;24.14;
5201;Mint;40563;Snow;4;43.74;
5202;Dow Jones & Co.;89805;LightGreen;7;79.10;
5203;TrustedID;35397;HotPink;6;36.22;
5204;CGI;96337;HoneyDew;8;54.12;
5205;PYA Analytics;49064;PowderBlue;8;79.76;
5206;SnapSense;78464;DarkViolet;6;53.98;
5207;Appallicious;45350;Cyan;5;35.41;
5208;3 Round Stones, Inc.;58223;SeaShell;8;56.36;
5209;OpenCounter;66525;SeaShell;4;73.08;
5210;CostQuest;19673;Wheat;5;79.96;
5211;FirstPoint, Inc.;22307;Indigo ;4;77.30;
5212;Sophic Systems Alliance;97353;LavenderBlush;7;26.75;
5213;Analytica;94151;WhiteSmoke;7;67.23;
5214;CareSet Systems;90194;LightSalmon;4;32.28;
5215;Aunt Bertha, Inc.;96930;Sienna;5;30.28;
5216;Funding Circle;89240;LavenderBlush;5;73.28;
5217;Capital Cube;55295;MediumSlateBlue;8;35.95;
5218;Certara;96472;ForestGreen;8;55.70;
5219;Relationship Science;81715;Fuchsia;4;32.66;
5220;Oversight Systems;23084;FireBrick;6;71.00;
5221;The DocGraph Journal;27035;MediumOrchid;4;58.66;
5222;Glassy Media;99436;Yellow;8;44.22;
5223;Nielsen;11096;Coral;4;74.57;
5224;Wolters Kluwer;89094;LightCoral;8;50.25;
5225;The Schork Report;76288;LightSeaGreen;7;75.83;
5226;HealthPocket, Inc.;93941;OliveDrab;4;32.95;
5227;NerdWallet;85388;SeaShell;5;48.40;
5228;Trulia;27618;DarkGreen;4;53.49;
5229;IBM;69425;Turquoise;8;53.49;
5230;GetRaised;13798;AliceBlue;6;34.82;
5231;Capital Cube;72180;DarkSeaGreen;6;78.48;
5232;Charles River Associates;66620;YellowGreen;6;36.15;
5233;Onvia;78041;Aquamarine;7;66.11;
5234;Marinexplore, Inc.;4860;Turquoise;6;59.98;
5235;Intelius;18775;IndianRed ;4;26.53;
5236;Canon;65661;Green;5;49.26;
5237;Analytica;39365;DarkRed;6;44.51;
5238;Munetrix;33102;Thistle;4;33.57;
5239;SAP;45772;Gray;5;62.27;
5240;Robinson + Yu;45528;LightSteelBlue;4;57.67;
5241;BuildZoom;85869;RoyalBlue;5;58.46;
5242;Legal Science Partners;68537;Lavender;8;52.06;
5243;DataMade;23877;LightGray;7;38.58;
5244;R R Donnelley;22750;Tan;6;68.12;
5245;VisualDoD, LLC;84726;Pink;8;31.40;
5246;The Schork Report;18198;LightSalmon;4;28.30;
5247;HERE;22034;MediumPurple;4;56.84;
5248;AreaVibes Inc.;79881;OldLace;8;59.54;
5249;KidAdmit, Inc.;19359;DarkSlateGray;6;28.63;
5250;Aquicore;70372;Brown;4;20.78;
5251;Merrill Corp.;23878;SeaGreen;7;65.33;
5252;Xignite;67571;MediumBlue;7;71.11;
5253;DataLogix;8385;ForestGreen;8;20.46;
5254;Kaiser Permanante;4173;Orange;6;28.88;
5255;MedWatcher;6072;LightPink;4;32.52;
5256;FarmLogs;69984;DarkGreen;5;55.62;
5257;Solar Census;78471;Silver;4;35.78;
5258;ideas42;7544;PaleGoldenRod;8;24.02;
5259;Practice Fusion;24580;White;4;39.80;
5260;Galorath Incorporated;9039;DarkGreen;4;47.22;
5261;Iodine;32592;Ivory;5;61.96;
5262;Captricity;76492;PapayaWhip;7;55.41;
5263;Kroll Bond Ratings Agency;39885;Wheat;6;78.63;
5264;Politify;22173;NavajoWhite;8;51.45;
5265;Govini;53681;LightCoral;8;69.06;
5266;Mint;50777;LightCoral;7;76.76;
5267;Mint;73553;Fuchsia;5;74.59;
5268;Porch;82428;AntiqueWhite;6;79.01;
5269;Business Monitor International;78871;Darkorange;5;74.32;
5270;VisualDoD, LLC;3657;IndianRed ;7;38.73;
5271;NextBus;5503;Olive;4;39.82;
5272;Municode;86413;Khaki;8;47.91;
5273;SAP;39750;DarkSlateGray;5;75.15;
5274;Whitby Group;96283;OldLace;7;29.67;
5275;Intelius;78669;OldLace;5;68.63;
5276;People Power;57184;DimGrey;5;55.85;
5277;Acxiom;38106;Sienna;6;71.40;
5278;Orlin Research;89111;OliveDrab;6;28.13;
5279;US Green Data;73766;Lavender;4;55.15;
5280;State Farm Insurance;77278;DimGrey;7;74.74;
5281;Mint;34255;Chocolate;5;71.12;
5282;Atlas Van Lines;44373;Darkorange;5;41.53;
5283;Avvo;18034;Purple;8;73.60;
5284;Climate Corporation;73366;SlateGray;5;35.00;
5285;Kyruus;64513;LightGray;6;20.56;
5286;MarketSense;8510;MediumVioletRed;4;66.73;
5287;Pave;9500;DarkCyan;7;23.75;
5288;OptumInsight;10019;Salmon;5;36.82;
5289;KPMG;7012;LavenderBlush;5;36.89;
5290;PlanetEcosystems;88576;RosyBrown;6;35.25;
5291;WebMD;93063;DarkGreen;6;74.57;
5292;Ecodesk;50416;Ivory;7;30.09;
5293;Lawdragon;71990;BurlyWood;4;53.10;
5294;The DocGraph Journal;12908;MediumOrchid;7;43.01;
5295;SpotHero.com;37150;PaleTurquoise;5;54.08;
5296;Aunt Bertha, Inc.;63952;Yellow;6;33.74;
5297;Be Informed;4335;LightYellow;4;68.39;
5298;Clean Power Finance;4488;SlateBlue;6;61.16;
5299;OTC Markets;25237;Blue;7;37.44;
5300;Harris Corporation;19815;GreenYellow;8;57.98;
5301;Mint;75462;SeaShell;6;34.48;
5302;Merrill Lynch;57891;DimGray;7;25.48;
5303;SnapSense;24142;DarkRed;8;30.85;
5304;Clean Power Finance;7733;DarkSeaGreen;8;52.87;
5305;Accenture;43989;Red;5;24.13;
5306;OTC Markets;56252;PaleVioletRed;8;22.75;
5307;Scale Unlimited;79967;DodgerBlue;7;64.68;
5308;gRadiant Research LLC;5769;Tomato;5;26.86;
5309;CAN Capital;93484;DarkSlateBlue;6;76.15;
5310;Equal Pay for Women;8689;RoyalBlue;4;72.41;
5311;NextBus;54405;DarkSeaGreen;5;67.11;
5312;AllState Insurance Group;29256;Linen;4;54.29;
5313;Quandl;26132;DarkGreen;7;47.23;
5314;IBM;33752;Olive;5;79.81;
5315;CareSet Systems;88169;DarkOliveGreen;7;25.93;
5316;U.S. News Schools;73484;PaleTurquoise;7;22.19;
5317;Paxata;36932;DeepPink;7;61.02;
5318;Clean Power Finance;66717;Plum;6;77.05;
5319;Amazon Web Services;58084;DodgerBlue;8;32.32;
5320;Berkshire Hathaway;86895;DarkSlateBlue;5;73.81;
5321;Social Explorer;58140;PaleVioletRed;5;37.86;
5322;Ayasdi;15909;DarkSlateGray;6;43.61;
5323;Optensity;99211;WhiteSmoke;4;33.97;
5324;OTC Markets;77531;DarkGoldenRod;6;29.85;
5325;Impaq International;94518;Khaki;4;36.17;
5326;Predilytics;12110;PaleGreen;7;52.93;
5327;Civis Analytics;58533;Orchid;6;22.36;
5328;Keychain Logistics Corp.;28546;LightGoldenRodYellow;5;21.58;
5329;Open Data Nation;41020;MediumBlue;6;47.51;
5330;Granicus;8739;DarkBlue;6;38.74;
5331;GetRaised;85363;Gold;4;44.64;
5332;Relationship Science;62174;PaleVioletRed;7;66.14;
5333;Onvia;53404;PaleGoldenRod;7;61.49;
5334;Keychain Logistics Corp.;99047;Tan;8;22.46;
5335;Revelstone;72920;Gray;7;28.99;
5336;Recargo;78536;NavajoWhite;8;69.98;
5337;Castle Biosciences;59301;CadetBlue;8;26.50;
5338;Onvia;19185;MintCream;5;47.60;
5339;MapQuest;42104;Orchid;8;76.00;
5340;Chemical Abstracts Service;7162;MediumSlateBlue;5;50.53;
5341;Bing;12005;LightGreen;5;30.60;
5342;FindTheBest.com;33796;Plum;8;40.52;
5343;College Abacus, an ECMC initiative;19905;LightGoldenRodYellow;7;42.68;
5344;Stevens Worldwide Van Lines;52573;Gainsboro;5;36.17;
5345;Aureus Sciences (*Now part of Elsevier);20984;Violet;5;25.20;
5346;iTriage;53251;Aquamarine;8;29.19;
5347;DataWeave;20076;MediumTurquoise;8;79.50;
5348;Equal Pay for Women;20910;SkyBlue;6;59.80;
5349;PatientsLikeMe;88263;MediumSpringGreen;6;34.22;
5350;Equal Pay for Women;75751;Ivory;7;29.87;
5351;Castle Biosciences;43772;Fuchsia;5;28.24;
5352;iRecycle;728;MediumSpringGreen;5;67.37;
5353;PatientsLikeMe;17312;DarkRed;7;57.11;
5354;Qado Energy, Inc.;62925;AntiqueWhite;5;46.19;
5355;Business and Legal Resources;48212;SlateBlue;7;22.33;
5356;CAN Capital;66416;Aquamarine;4;69.14;
5357;Funding Circle;52230;Teal;8;51.52;
5358;InnoCentive;12714;Chocolate;7;63.96;
5359;Farmers;50769;MediumVioletRed;4;54.66;
5360;Equilar;72960;SlateBlue;5;55.06;
5361;HealthPocket, Inc.;40337;Brown;5;55.87;
5362;Lawdragon;98387;White;6;46.22;
5363;Vital Axiom | Niinja;31529;LightPink;6;40.71;
5364;MapQuest;6534;DarkMagenta;6;60.97;
5365;Azavea;28136;LightSeaGreen;8;65.96;
5366;Telenav;77251;Salmon;4;63.39;
5367;Verdafero;47391;AntiqueWhite;6;65.93;
5368;InfoCommerce Group;35328;MediumBlue;8;21.76;
5369;SigFig;99972;MediumBlue;6;43.57;
5370;Quid;39847;YellowGreen;4;63.78;
5371;LoseIt.com;45146;LightGoldenRodYellow;6;39.05;
5372;REI Systems;29516;LemonChiffon;8;29.96;
5373;Capital Cube;76408;Violet;4;52.66;
5374;Galorath Incorporated;62779;Wheat;5;57.44;
5375;Roadify Transit;56546;PaleGreen;7;61.64;
5376;Evidera;49541;Turquoise;5;61.22;
5377;iTriage;38806;CadetBlue;5;24.53;
5378;Munetrix;60638;Azure;7;61.80;
5379;Zillow;57568;Chartreuse;5;61.56;
5380;Personalis;26273;Lavender;5;78.55;
5381;SimpleTuition;95729;BlanchedAlmond;4;61.10;
5382;Science Exchange;36063;LightPink;5;34.07;
5383;PossibilityU;87596;Maroon;8;30.32;
5384;IMS Health;37129;OldLace;5;65.54;
5385;HealthPocket, Inc.;74381;Linen;6;36.33;
5386;Marinexplore, Inc.;35897;LightBlue;4;30.06;
5387;Pave;40363;DarkSalmon;5;29.62;
5388;TransparaGov;37409;OliveDrab;4;50.80;
5389;Pave;21893;MediumSeaGreen;4;34.15;
5390;BuildFax;93059;OrangeRed;7;76.73;
5391;LoopNet;55700;Brown;7;67.23;
5392;Kaiser Permanante;87758;Azure;8;75.06;
5393;IMS Health;67768;WhiteSmoke;7;54.24;
5394;ReciPal;98075;NavajoWhite;6;63.01;
5395;Charles River Associates;71499;SteelBlue;5;37.03;
5396;SpotHero.com;3475;FireBrick;4;46.58;
5397;BillGuard;54027;DarkTurquoise;5;63.18;
5398;Funding Circle;93613;PaleGreen;5;67.49;
5399;The Govtech Fund;27316;Azure;5;23.13;
5400;Accenture;2966;NavajoWhite;7;77.53;
5401;PayScale, Inc.;49658;Wheat;7;27.83;
5402;WattzOn;39788;OldLace;4;54.54;
5403;Harris Corporation;42042;Khaki;5;79.80;
5404;NextBus;84600;Darkorange;6;58.23;
5405;Bridgewater;90652;FireBrick;7;31.42;
5406;Yahoo;52256;DarkSlateGray;8;31.98;
5407;North American Van Lines;52670;Silver;4;42.39;
5408;Trintech;92499;Pink;6;20.38;
5409;Intelius;97226;PaleVioletRed;5;45.57;
5410;Fujitsu;88529;Tomato;7;69.02;
5411;Collective IP;52388;LimeGreen;4;24.54;
5412;LoopNet;34855;Chartreuse;8;65.03;
5413;McKinsey;26703;LightSkyBlue;4;57.66;
5414;CAN Capital;87191;DarkGoldenRod;5;41.20;
5415;Informatica;68109;MediumOrchid;7;44.97;
5416;Verdafero;82656;PaleTurquoise;5;72.23;
5417;HealthMap;24598;DarkBlue;7;55.78;
5418;The DocGraph Journal;42143;HoneyDew;5;66.53;
5419;Weather Decision Technologies;88723;Cornsilk;7;54.14;
5420;DataMade;78387;LightGray;8;62.44;
5421;Morningstar, Inc.;67568;CadetBlue;4;74.24;
5422;Stevens Worldwide Van Lines;34583;LightSkyBlue;8;57.48;
5423;First Fuel Software;23599;Chartreuse;7;75.02;
5424;Lawdragon;89665;LightCyan;5;65.61;
5425;Xignite;24771;SkyBlue;6;36.98;
5426;Lawdragon;73263;LightSalmon;7;57.04;
5427;Pave;26683;LightYellow;7;34.17;
5428;Energy Points, Inc.;40359;NavajoWhite;6;69.68;
5429;US Green Data;63860;PaleTurquoise;7;52.76;
5430;Yahoo;15393;Olive;5;39.73;
5431;Glassy Media;69879;LightPink;4;76.84;
5432;Kyruus;29488;MediumVioletRed;4;42.66;
5433;Intermap Technologies;29493;LightBlue;6;37.52;
5434;Equal Pay for Women;82156;LightGoldenRodYellow;6;72.44;
5435;Thinknum;90335;Coral;4;35.19;
5436;HopStop;27341;OliveDrab;5;37.76;
5437;BillGuard;45388;Purple;7;68.12;
5438;Liquid Robotics;74396;LightPink;4;45.58;
5439;Symcat;82031;Silver;8;28.47;
5440;Patently-O;81783;Tan;5;68.07;
5441;mHealthCoach;50996;AliceBlue;5;39.73;
5442;Overture Technologies;57335;BlueViolet;7;34.27;
5443;Azavea;48988;YellowGreen;8;62.20;
5444;Nationwide Mutual Insurance Company;28535;MediumVioletRed;4;29.42;
5445;FlightView;75482;LightCoral;7;45.08;
5446;The Advisory Board Company;79071;LightBlue;7;48.07;
5447;Jurispect;95816;Coral;8;60.43;
5448;Urban Mapping, Inc;4027;PeachPuff;4;31.53;
5449;TopCoder;71360;Chartreuse;4;61.40;
5450;GoodGuide;49818;DimGray;7;37.36;
5451;Acxiom;48738;CornflowerBlue;5;39.35;
5452;Garmin;3431;Gainsboro;8;48.60;
5453;Funding Circle;82254;BlueViolet;4;68.14;
5454;Everyday Health;74055;Olive;4;64.08;
5455;Outline;26989;NavajoWhite;4;33.73;
5456;College Abacus, an ECMC initiative;73398;LightSeaGreen;6;39.37;
5457;Mapbox;32668;Bisque;6;24.01;
5458;Thomson Reuters;52104;MistyRose;6;39.14;
5459;PossibilityU;48342;PaleGoldenRod;4;37.27;
5460;MapQuest;71210;Chocolate;4;50.46;
5461;Aunt Bertha, Inc.;41599;PaleTurquoise;8;23.52;
5462;Numedii;15872;Tan;4;78.11;
5463;Jurispect;72742;Pink;7;24.79;
5464;Parsons Brinckerhoff;48362;Aqua;6;54.01;
5465;Fidelity Investments;37230;Bisque;6;78.38;
5466;PossibilityU;32052;SeaGreen;5;66.03;
5467;Zillow;81853;Gray;8;54.79;
5468;PlanetEcosystems;67695;Thistle;5;38.06;
5469;North American Van Lines;17560;Lavender;5;71.66;
5470;Boundless;55048;MediumSpringGreen;6;69.32;
5471;SigFig;28605;MidnightBlue;8;49.95;
5472;CityScan;3230;YellowGreen;4;56.25;
5473;Seabourne;61061;SeaShell;8;43.01;
5474;Whitby Group;26719;SlateGray;6;34.79;
5475;Fitch;88435;Snow;6;52.94;
5476;Informatica;25539;Aquamarine;6;42.42;
5477;CrowdANALYTIX;43364;Sienna;5;38.59;
5478;SocialEffort Inc;66011;OrangeRed;8;42.75;
5479;Caspio;33718;Snow;6;54.53;
5480;J.P. Morgan Chase;78046;Wheat;6;63.77;
5481;Cerner;44826;HotPink;8;41.33;
5482;Altova;72174;LightGray;7;46.97;
5483;OnStar;8644;WhiteSmoke;8;48.52;
5484;Fitch;33343;Tomato;6;40.19;
5485;Center for Responsive Politics;83679;PeachPuff;7;44.62;
5486;HDScores, Inc;99655;OrangeRed;7;40.98;
5487;Vital Axiom | Niinja;14832;DarkSeaGreen;6;45.80;
5488;Weather Underground;55322;Magenta;7;51.80;
5489;Everyday Health;91794;MistyRose;4;25.76;
5490;Verdafero;43296;YellowGreen;6;36.61;
5491;OpenCounter;8153;DarkKhaki;7;44.54;
5492;Yelp;59214;Thistle;4;55.70;
5493;Sophic Systems Alliance;72288;LightYellow;6;71.46;
5494;Scale Unlimited;10620;MediumTurquoise;5;70.30;
5495;Analytica;59201;WhiteSmoke;5;61.62;
5496;Business and Legal Resources;73783;DarkSeaGreen;8;68.57;
5497;Onvia;45114;Lavender;4;35.51;
5498;Rivet Software;83854;MediumSlateBlue;8;21.69;
5499;Exversion;68255;FireBrick;6;76.99;
5500;Dow Jones & Co.;74925;Plum;4;74.12;
5501;College Abacus, an ECMC initiative;80788;Indigo ;4;74.99;
5502;AutoGrid Systems;59362;SandyBrown;5;47.80;
5503;StockSmart;11041;Lavender;7;28.09;
5504;Rank and Filed;20967;SpringGreen;6;51.41;
5505;Fastcase;723;DarkKhaki;8;78.89;
5506;College Board;22622;LightSeaGreen;4;25.09;
5507;AutoGrid Systems;66517;Fuchsia;4;32.82;
5508;Personal, Inc.;63356;Darkorange;4;46.75;
5509;Overture Technologies;55574;DarkMagenta;7;26.46;
5510;HDScores, Inc;25033;Magenta;5;62.37;
5511;InfoCommerce Group;4696;DarkGoldenRod;7;20.49;
5512;Weather Channel;5003;MidnightBlue;8;71.45;
5513;OTC Markets;57257;Pink;5;32.81;
5514;Lumesis, Inc.;57880;PaleGreen;6;64.66;
5515;SpeSo Health;82247;Tan;7;63.93;
5516;Oversight Systems;8246;Plum;6;38.64;
5517;OptumInsight;33086;DimGray;4;35.20;
5518;OnStar;49662;DarkGreen;7;41.30;
5519;ideas42;63430;SaddleBrown;5;66.51;
5520;Dun & Bradstreet;30214;Gray;5;35.69;
5521;LegiStorm;80821;BurlyWood;8;28.89;
5522;Arpin Van Lines;14621;DarkKhaki;4;70.54;
5523;OnDeck;31856;LightPink;8;38.13;
5524;Keychain Logistics Corp.;4401;Black;7;67.78;
5525;Porch;18609;Darkorange;6;30.30;
5526;FirstPoint, Inc.;88106;Aqua;8;66.11;
5527;DataMade;29762;LightGoldenRodYellow;7;55.48;
5528;Fujitsu;50261;Khaki;5;75.99;
5529;Ernst & Young LLP;87337;PowderBlue;6;55.15;
5530;Government Transaction Services;96082;LightGoldenRodYellow;6;75.40;
5531;Zoner;45573;Magenta;7;50.32;
5532;SpeSo Health;68965;PaleTurquoise;8;31.84;
5533;How's My Offer?;20236;DarkSlateBlue;4;79.24;
5534;SolarList;34057;Chartreuse;4;31.79;
5535;HealthPocket, Inc.;4089;RoyalBlue;7;45.57;
5536;Compliance and Risks;78906;Coral;6;78.42;
5537;Avalara;66006;DarkOliveGreen;5;37.24;
5538;Votizen;86611;MidnightBlue;6;79.38;
5539;Ernst & Young LLP;38680;SlateGray;6;62.92;
5540;How's My Offer?;86783;AntiqueWhite;4;73.38;
5541;SAP;45713;GhostWhite;4;70.20;
5542;NuCivic;29326;LightGoldenRodYellow;6;22.59;
5543;Informatica;91827;DarkGoldenRod;4;28.87;
5544;Chubb;33047;DarkSeaGreen;7;64.10;
5545;Noveda Technologies;88649;Moccasin;5;28.25;
5546;Personal, Inc.;93536;Beige;5;27.26;
5547;Recargo;72414;DarkViolet;8;32.74;
5548;Booz Allen Hamilton;74966;DarkGoldenRod;6;58.54;
5549;DataLogix;95111;CornflowerBlue;6;60.31;
5550;Civic Impulse LLC;3042;SeaGreen;4;55.05;
5551;Berkery Noyes MandASoft;79451;Lavender;5;61.80;
5552;Equal Pay for Women;87548;PapayaWhip;5;75.93;
5553;LexisNexis;54537;Ivory;4;72.56;
5554;Compendia Bioscience Life Technologies;35744;PaleGreen;6;51.26;
5555;Computer Packages Inc;91651;SteelBlue;4;61.40;
5556;DataMade;16932;LightBlue;8;39.82;
5557;Adobe Digital Government;10270;PapayaWhip;4;47.76;
5558;Kyruus;62670;Gold;7;50.39;
5559;Aidin;73292;MistyRose;7;71.13;
5560;Xignite;95025;LightGoldenRodYellow;6;69.00;
5561;(Leg)Cyte;18656;LightPink;7;24.47;
5562;Compendia Bioscience Life Technologies;41182;DarkMagenta;5;78.24;
5563;Allianz;77233;SkyBlue;6;54.58;
5564;GuideStar;41748;LightYellow;6;49.15;
5565;Cambridge Semantics;25287;DeepSkyBlue;7;68.06;
5566;AllState Insurance Group;73092;Plum;5;45.82;
5567;Allianz;77956;Tan;4;20.60;
5568;New Media Parents;61943;DarkBlue;5;65.86;
5569;Civinomics;80079;Gainsboro;8;21.67;
5570;Oversight Systems;37271;SaddleBrown;7;76.08;
5571;Amida Technology Solutions;75813;PaleVioletRed;4;68.72;
5572;Mint;41475;DarkBlue;6;74.83;
5573;Amazon Web Services;88388;Maroon;8;21.75;
5574;North American Van Lines;41610;LightYellow;5;40.16;
5575;KLD Research;93105;SpringGreen;8;70.49;
5576;Climate Corporation;4190;Gray;4;79.79;
5577;Trintech;61161;DimGrey;6;48.91;
5578;Azavea;27775;DarkTurquoise;5;21.64;
5579;Nautilytics;65609;MediumTurquoise;5;50.16;
5580;State Farm Insurance;81482;LavenderBlush;4;44.72;
5581;POPVOX;23068;Cyan;6;69.02;
5582;PatientsLikeMe;92539;YellowGreen;8;62.56;
5583;GenoSpace;73175;DarkViolet;5;46.52;
5584;Liquid Robotics;18748;SlateGray;8;53.02;
5585;PublicEngines;19590;DarkGray;5;29.32;
5586;MuckRock.com;9858;OrangeRed;5;62.63;
5587;Kyruus;29384;LightCoral;4;75.88;
5588;StreetEasy;20952;PowderBlue;5;77.65;
5589;College Abacus, an ECMC initiative;24822;LightSalmon;5;47.40;
5590;Child Care Desk;33702;LightCyan;4;72.64;
5591;Evidera;97369;Tomato;4;42.05;
5592;Vital Axiom | Niinja;725;SlateBlue;5;48.11;
5593;Govini;42577;Purple;6;79.72;
5594;H3 Biomedicine;51503;SpringGreen;8;31.84;
5595;McGraw Hill Financial;7166;MediumSlateBlue;7;68.18;
5596;Knoema;35804;WhiteSmoke;6;47.58;
5597;US Green Data;71447;SteelBlue;5;49.58;
5598;Spikes Cavell Analytic Inc;6710;BurlyWood;5;57.96;
5599;Robinson + Yu;57487;Pink;8;38.63;
5600;Aidin;9222;Tan;5;37.05;
5601;Amida Technology Solutions;59202;Gray;7;22.43;
5602;Graematter, Inc.;82742;Blue;6;73.29;
5603;Porch;9473;LightSteelBlue;7;43.42;
5604;KidAdmit, Inc.;94592;Ivory;6;44.38;
5605;Persint;89693;Violet;6;45.22;
5606;TuvaLabs;78065;LightBlue;4;29.47;
5607;Personal, Inc.;55782;LightSteelBlue;4;77.42;
5608;SolarList;56017;OldLace;5;61.46;
5609;R R Donnelley;89545;DeepPink;8;41.86;
5610;Amazon Web Services;87129;ForestGreen;6;20.13;
5611;KLD Research;71082;DarkMagenta;7;75.29;
5612;Caspio;2121;PaleTurquoise;4;60.05;
5613;Quertle;74061;SandyBrown;6;32.79;
5614;Paxata;45625;MintCream;6;50.24;
5615;CareSet Systems;26430;DarkSlateBlue;8;23.96;
5616;Booz Allen Hamilton;85245;MediumSpringGreen;7;64.27;
5617;Mapbox;42536;Turquoise;7;23.51;
5618;OpenPlans;21868;SeaShell;5;57.87;
5619;Votizen;65303;Turquoise;5;28.06;
5620;Avalara;42136;PaleGreen;5;65.34;
5621;Suddath;58189;Silver;7;26.11;
5622;PEV4me.com;2742;Teal;8;29.20;
5623;IFI CLAIMS Patent Services;47192;DarkGoldenRod;6;25.28;
5624;nGAP Incorporated;9532;GhostWhite;6;38.98;
5625;KidAdmit, Inc.;17797;Gold;5;53.09;
5626;Next Step Living;67435;MediumSpringGreen;8;48.63;
5627;LexisNexis;36906;DarkBlue;7;43.39;
5628;Mint;90917;Tomato;8;58.54;
5629;Social Explorer;20734;Darkorange;7;26.98;
5630;Aquicore;37730;SaddleBrown;7;52.20;
5631;AutoGrid Systems;83141;LightPink;8;44.61;
5632;StreetEasy;6796;LightBlue;8;21.91;
5633;Workhands;52929;LawnGreen;8;46.88;
5634;Citigroup;82591;DarkGreen;6;59.69;
5635;DemystData;37285;Red;7;49.55;
5636;Arrive Labs;53790;MediumOrchid;4;52.87;
5637;TrialTrove;28681;Linen;4;38.07;
5638;Tableau Software;49720;OldLace;7;42.23;
5639;Amazon Web Services;77897;Linen;6;56.21;
