item_id;supplier;category_id;color;size;price;abcvd
8158;Maponics;86771;Olive;8;41.70;
8159;Ceiba Solutions;44031;LemonChiffon;8;51.84;
8160;Brightscope;29728;WhiteSmoke;8;51.02;
8161;Telenav;40959;MediumSeaGreen;5;69.81;
8162;GuideStar;85320;GoldenRod;5;64.86;
8163;Peterson's;41132;PaleGreen;8;45.14;
8164;Charles Schwab Corp.;27074;LightYellow;8;51.48;
8165;AreaVibes Inc.;85718;OliveDrab;8;48.57;
8166;Computer Packages Inc;43761;Magenta;4;32.62;
8167;Spokeo;2687;DarkSeaGreen;8;76.07;
8168;GreatSchools;51189;Khaki;5;38.85;
8169;CGI;50816;CadetBlue;5;48.61;
8170;United Mayflower;6694;DarkSeaGreen;7;31.98;
8171;Xignite;31719;Azure;6;54.26;
8172;Charles River Associates;44093;Bisque;4;44.12;
8173;ClearStory Data;40090;Magenta;4;43.00;
8174;BaleFire Global;96021;MediumSpringGreen;7;20.50;
8175;Whitby Group;58243;DimGray;4;74.80;
8176;DataMarket;49779;Aqua;8;39.03;
8177;Marinexplore, Inc.;77941;DarkKhaki;4;29.97;
8178;Lenddo;5706;BurlyWood;6;45.81;
8179;Qado Energy, Inc.;84041;Pink;8;59.37;
8180;Alarm.com;63995;MediumVioletRed;6;31.79;
8181;Earthquake Alert!;43751;DarkOliveGreen;8;71.81;
8182;OnDeck;71449;OldLace;4;77.88;
8183;Recargo;38067;LightBlue;4;22.83;
8184;Appallicious;65100;Navy;4;72.26;
8185;HERE;89690;Beige;5;66.77;
8186;Avalara;53683;LightBlue;4;62.54;
8187;Intelius;26200;MidnightBlue;4;58.15;
8188;YourMapper;39966;Yellow;7;21.17;
8189;BillGuard;1235;YellowGreen;7;41.97;
8190;Dabo Health;62692;BurlyWood;5;48.87;
8191;Biovia;65618;LightGray;7;57.57;
8192;Sterling Infosystems;16408;MediumBlue;4;58.15;
8193;Merrill Corp.;12302;Salmon;4;57.04;
8194;Junyo;79152;SlateGray;4;39.47;
8195;Legal Science Partners;35684;SteelBlue;5;40.32;
8196;United Mayflower;43055;Azure;6;72.44;
8197;Allianz;19478;Pink;5;24.48;
8198;Allied Van Lines;30457;GreenYellow;7;47.25;
8199;Vimo;6690;SandyBrown;4;68.38;
8200;Fitch;25372;LightSteelBlue;6;53.45;
8201;Locavore;19114;DarkOliveGreen;6;67.21;
8202;Uber;86113;DarkTurquoise;6;67.99;
8203;ReciPal;72178;SkyBlue;5;39.69;
8204;Lending Club;95306;DarkTurquoise;7;26.25;
8205;iFactor Consulting;79935;Silver;8;49.55;
8206;StreetCred Software, Inc;93801;Snow;5;63.80;
8207;TagniFi;13650;Cyan;8;33.07;
8208;CliniCast;84975;Tomato;7;70.22;
8209;Aunt Bertha, Inc.;94856;Purple;6;54.52;
8210;HelloWallet;86953;Violet;5;79.22;
8211;NuCivic;80859;Yellow;5;45.18;
8212;Keychain Logistics Corp.;23810;LemonChiffon;7;66.10;
8213;Impaq International;49776;SeaShell;8;75.82;
8214;Intelius;15703;BlanchedAlmond;8;21.08;
8215;OpenCounter;68044;LightSeaGreen;5;61.27;
8216;First Fuel Software;3157;OldLace;6;37.45;
8217;KLD Research;26856;OldLace;8;67.58;
8218;Esri;38946;DarkSeaGreen;5;70.03;
8219;FlightView;85617;MediumPurple;5;59.29;
8220;Aquicore;90105;LightYellow;4;76.13;
8221;Sage Bionetworks;43209;MediumBlue;7;72.26;
8222;Open Data Nation;2420;LemonChiffon;8;58.72;
8223;Fujitsu;95183;Sienna;7;20.55;
8224;Weight Watchers;4301;LightGray;7;79.36;
8225;Liberty Mutual Insurance Cos.;5485;SeaShell;6;73.02;
8226;Collective IP;71472;MediumPurple;5;79.51;
8227;Bekins;83020;Ivory;5;58.83;
8228;Canon;29708;MediumOrchid;6;49.34;
8229;Wolters Kluwer;76080;PeachPuff;7;28.00;
8230;Graebel Van Lines;86075;LimeGreen;5;38.72;
8231;ideas42;76803;ForestGreen;8;78.01;
8232;Govini;12927;YellowGreen;7;49.27;
8233;OpportunitySpace, Inc.;39502;LightSkyBlue;6;25.59;
8234;Vimo;19291;LawnGreen;4;47.68;
8235;Standard and Poor's;31962;GhostWhite;6;67.48;
8236;Yelp;85289;DarkRed;8;58.74;
8237;Ecodesk;85025;LightSkyBlue;7;22.14;
8238;LOGIXDATA, LLC;91351;Orange;6;52.10;
8239;Teradata;84415;LightSkyBlue;5;27.36;
8240;CitySourced;15389;LightPink;6;34.95;
8241;Google Public Data Explorer;64024;Aqua;7;27.17;
8242;Analytica;22212;Wheat;6;72.84;
8243;realtor.com;96194;White;7;44.39;
8244;Personal, Inc.;12827;MistyRose;7;62.18;
8245;Funding Circle;88672;Magenta;5;38.69;
8246;Compliance and Risks;24129;Pink;6;72.98;
8247;Fujitsu;27919;LightGray;7;50.74;
8248;NuCivic;22751;Peru;4;76.20;
8249;PlotWatt;69348;Gainsboro;4;32.01;
8250;Peterson's;91225;Azure;6;49.40;
8251;NextBus;26442;CadetBlue;7;27.05;
8252;Sage Bionetworks;94370;BlanchedAlmond;8;25.77;
8253;gRadiant Research LLC;85192;Fuchsia;4;65.43;
8254;OptumInsight;72302;AntiqueWhite;7;57.38;
8255;Brightscope;86713;LightGray;8;25.75;
8256;Ensco;30958;DeepSkyBlue;7;78.32;
8257;Sterling Infosystems;43304;Cornsilk;5;30.71;
8258;Unigo LLC;93806;DarkGreen;5;68.26;
8259;Workhands;11980;SpringGreen;7;53.62;
8260;Standard and Poor's;32502;BurlyWood;8;48.83;
8261;Yahoo;24877;BlueViolet;8;67.67;
8262;Panjiva;28899;Gainsboro;4;71.82;
8263;Ernst & Young LLP;39645;LightGray;6;78.56;
8264;eScholar LLC.;32953;Orange;4;66.43;
8265;Granicus;85612;Pink;7;41.27;
8266;DataMarket;52240;LightGray;4;66.61;
8267;SeeClickFix;22664;FireBrick;5;41.03;
8268;Merrill Lynch;16483;DarkSlateBlue;6;26.60;
8269;Liquid Robotics;22798;LightSalmon;4;23.25;
8270;Dow Jones & Co.;35633;LightCyan;7;76.90;
8271;Redfin;26936;LightYellow;4;79.08;
8272;indoo.rs;1426;MediumSpringGreen;8;27.45;
8273;LoopNet;80682;Salmon;8;74.03;
8274;Maponics;9341;Chocolate;5;33.66;
8275;Canon;58249;Chartreuse;6;71.41;
8276;Fitch;61370;DodgerBlue;6;34.93;
8277;Avvo;50801;Azure;4;29.38;
8278;InfoCommerce Group;3326;SteelBlue;7;54.86;
8279;iFactor Consulting;37373;Teal;6;30.51;
8280;Food+Tech Connect;49973;RoyalBlue;8;25.19;
8281;CARFAX;23317;GoldenRod;8;61.86;
8282;Mango Transit;76113;Beige;5;48.95;
8283;Lucid;90119;SkyBlue;5;49.36;
8284;FindTheBest.com;72319;YellowGreen;8;53.08;
8285;Telenav;88325;LightGray;6;45.87;
8286;StockSmart;75767;BurlyWood;4;45.49;
8287;Alarm.com;69596;Blue;4;77.59;
8288;3 Round Stones, Inc.;93386;NavajoWhite;6;43.55;
8289;Marinexplore, Inc.;75787;DodgerBlue;8;75.51;
8290;Mango Transit;36429;YellowGreen;5;38.49;
8291;CAN Capital;70716;Teal;8;20.26;
8292;Nielsen;99963;Yellow;8;63.02;
8293;LegiNation, Inc.;35383;Navy;6;24.93;
8294;Funding Circle;26489;Plum;6;74.26;
8295;Harris Corporation;45002;Azure;5;78.47;
8296;Booz Allen Hamilton;48328;MediumSeaGreen;6;48.58;
8297;REI Systems;18929;Plum;5;65.06;
8298;Patently-O;44332;YellowGreen;5;43.43;
8299;Climate Corporation;51694;LightSkyBlue;7;30.97;
8300;KLD Research;88378;GreenYellow;4;42.41;
8301;Foursquare;99025;LightSeaGreen;4;21.42;
8302;KPMG;38378;MediumVioletRed;5;59.84;
8303;SpeSo Health;37002;DarkMagenta;7;75.52;
8304;Personalis;45280;MintCream;6;65.64;
8305;Parsons Brinckerhoff;45003;BlueViolet;5;76.38;
8306;TrialTrove;81504;Blue;8;33.79;
8307;Simple Energy;27811;Navy;7;60.12;
8308;AccuWeather;37055;Bisque;6;50.09;
8309;CB Insights;63616;MediumAquaMarine;5;23.50;
8310;CrowdANALYTIX;85022;OliveDrab;5;32.39;
8311;Esri;85586;DarkGoldenRod;4;49.16;
8312;Child Care Desk;35787;BurlyWood;7;47.25;
8313;CB Insights;88439;Coral;5;64.26;
8314;Eat Shop Sleep;11644;PaleVioletRed;5;62.11;
8315;CAN Capital;45567;SandyBrown;5;44.14;
8316;Enervee Corporation;4709;Ivory;7;50.01;
8317;Next Step Living;42457;OldLace;4;39.91;
8318;Kaiser Permanante;5996;MediumOrchid;7;55.61;
8319;GreatSchools;93929;DimGrey;6;41.86;
8320;OptumInsight;87324;Turquoise;7;39.58;
8321;BillGuard;85805;DarkSeaGreen;4;65.71;
8322;GoodGuide;42958;IndianRed ;8;75.11;
8323;First Fuel Software;93896;Maroon;6;37.93;
8324;Compendia Bioscience Life Technologies;14885;PowderBlue;7;29.29;
8325;Government Transaction Services;46248;SaddleBrown;7;69.94;
8326;GoodGuide;92493;MintCream;6;37.40;
8327;(Leg)Cyte;60151;MediumTurquoise;6;23.47;
8328;Mozio;52541;HotPink;7;31.89;
8329;TransUnion;8124;DodgerBlue;4;61.45;
8330;BaleFire Global;23036;LightGoldenRodYellow;6;24.81;
8331;Morgan Stanley;94738;BlueViolet;6;42.33;
8332;Fitch;36757;DarkCyan;4;49.39;
8333;CostQuest;49406;IndianRed ;6;74.11;
8334;HERE;26814;PeachPuff;6;69.94;
8335;SolarList;43814;Turquoise;4;31.57;
8336;Rand McNally;8840;LightSlateGray;8;78.75;
8337;Wolters Kluwer;3544;PaleGreen;4;41.57;
8338;Retroficiency;88993;MediumPurple;7;37.23;
8339;SocialEffort Inc;58372;Red;4;54.96;
8340;TopCoder;83587;DarkKhaki;4;33.12;
8341;Xcential;88116;Moccasin;4;29.91;
8342;Mozio;36145;YellowGreen;4;55.51;
8343;American Red Ball Movers;87502;SpringGreen;5;21.15;
8344;Exversion;37736;SpringGreen;5;59.14;
8345;Amazon Web Services;72537;MintCream;6;77.27;
8346;Mozio;4140;FloralWhite;7;69.62;
8347;Harris Corporation;79181;Yellow;4;63.39;
8348;JJ Keller;4524;Yellow;6;75.67;
8349;CONNECT-DOT LLC.;48580;SeaGreen;6;20.60;
8350;Government Transaction Services;41640;MediumOrchid;6;54.06;
8351;Atlas Van Lines;52476;Yellow;7;64.20;
8352;New Media Parents;2915;MediumSpringGreen;8;46.68;
8353;Smartronix;4495;DodgerBlue;5;51.63;
8354;KLD Research;4433;SpringGreen;4;37.57;
8355;Ernst & Young LLP;77776;MidnightBlue;6;78.85;
8356;Loqate, Inc.;41561;Orange;6;25.69;
8357;GovTribe;30636;DarkOrchid;5;25.13;
8358;Workhands;45993;Tomato;5;26.78;
8359;Credit Karma;88867;Purple;8;73.63;
8360;Aidin;5627;PeachPuff;4;55.38;
8361;Exversion;81014;Salmon;6;33.40;
8362;HopStop;349;Turquoise;8;74.56;
8363;Eat Shop Sleep;6108;Olive;6;53.61;
8364;Revaluate;6118;LightSteelBlue;4;47.65;
8365;StockSmart;45893;LightSkyBlue;4;23.90;
8366;Yelp;69621;HotPink;6;71.27;
8367;AtSite;58051;Azure;5;30.64;
8368;DemystData;43030;Orange;4;38.35;
8369;Tendril;99904;HotPink;6;45.14;
8370;StockSmart;97254;Thistle;5;45.59;
8371;iRecycle;3460;Orchid;6;70.39;
8372;SmartProcure;48914;DimGray;7;42.64;
8373;Berkshire Hathaway;51227;OrangeRed;5;78.31;
8374;Funding Circle;45580;DarkMagenta;4;28.79;
8375;Cambridge Information Group;19200;Indigo ;6;23.63;
8376;Progressive Insurance Group;17800;BurlyWood;4;45.73;
8377;Morgan Stanley;294;DodgerBlue;8;26.62;
8378;Capital Cube;83314;DarkGray;5;36.72;
8379;The Govtech Fund;45746;MediumVioletRed;7;78.16;
8380;OptumInsight;41662;Plum;7;23.30;
8381;optiGov;9116;Blue;7;78.05;
8382;Stamen Design;35530;DodgerBlue;5;56.22;
8383;Retroficiency;89621;MediumOrchid;6;69.01;
8384;Thomson Reuters;89272;FireBrick;7;24.88;
8385;SnapSense;29433;Purple;6;39.61;
8386;Telenav;58292;DeepSkyBlue;8;48.62;
8387;Symcat;97432;Gainsboro;7;77.12;
8388;realtor.com;13948;DarkViolet;7;74.21;
8389;Xcential;79533;DarkSalmon;8;45.49;
8390;Webitects;62041;Orange;6;66.08;
8391;Careset.com;25359;Lavender;6;47.41;
8392;karmadata;54452;Orchid;5;48.61;
8393;Innovest Systems;13233;LemonChiffon;5;64.03;
8394;Iodine;84200;YellowGreen;4;60.19;
8395;OnStar;53855;LightSkyBlue;6;46.66;
8396;Farmers;71130;PeachPuff;8;75.74;
8397;Zonability;13960;DeepSkyBlue;7;63.81;
8398;NonprofitMetrics;45711;LemonChiffon;6;76.35;
8399;Civic Insight;79976;DarkKhaki;8;62.71;
8400;ClearStory Data;24200;MistyRose;7;66.77;
8401;Berkshire Hathaway;17473;Coral;6;74.32;
8402;Legal Science Partners;38579;MediumSpringGreen;7;60.27;
8403;Kaiser Permanante;33748;MistyRose;8;29.21;
8404;S&P Capital IQ;92309;DarkTurquoise;6;24.66;
8405;Vital Axiom | Niinja;18715;Navy;7;61.47;
8406;American Red Ball Movers;25551;LemonChiffon;5;29.23;
8407;LOVELAND Technologies;9160;SeaShell;6;45.78;
8408;Civis Analytics;7135;Gray;5;53.77;
8409;BuildZoom;86226;DarkGreen;4;74.60;
8410;ProPublica;51814;LightGoldenRodYellow;8;59.59;
8411;Zoner;85778;LightSkyBlue;6;70.51;
8412;Aquicore;83764;Fuchsia;7;46.34;
8413;CrowdANALYTIX;66649;Lime;8;57.41;
8414;SmartAsset;22917;MediumVioletRed;6;66.81;
8415;Apextech LLC;33298;FloralWhite;6;29.11;
8416;REI Systems;79797;Purple;5;79.88;
8417;Xatori;10876;GoldenRod;8;51.77;
8418;Forrester Research;33805;ForestGreen;7;21.56;
8419;SpeSo Health;29159;BurlyWood;8;51.79;
8420;Gallup;15698;DarkTurquoise;7;70.80;
8421;Acxiom;40905;LightYellow;8;38.95;
8422;PIXIA Corp;55309;BlueViolet;5;26.26;
8423;PeerJ;77679;Crimson;4;52.10;
8424;Factual;10412;HoneyDew;6;60.99;
8425;PlanetEcosystems;78061;SandyBrown;7;23.17;
8426;Amazon Web Services;21135;LightGreen;4;53.32;
8427;EMC;82706;Yellow;7;75.93;
8428;Sterling Infosystems;13239;LightPink;7;77.17;
8429;Vizzuality;9753;SteelBlue;8;58.52;
8430;Lumesis, Inc.;36733;Gray;5;23.86;
8431;Clean Power Finance;98777;SaddleBrown;6;49.29;
8432;WeMakeItSafer;90282;Darkorange;7;39.90;
8433;Inovalon;28046;Gainsboro;5;55.51;
8434;DataLogix;20831;Black;5;78.67;
8435;National Van Lines;33700;Fuchsia;7;53.89;
8436;GuideStar;64559;DarkSalmon;7;38.07;
8437;HealthMap;95667;LightCyan;6;77.38;
8438;LOGIXDATA, LLC;46668;LightGreen;4;55.55;
8439;Dabo Health;99837;DarkKhaki;6;70.53;
8440;ideas42;91376;Purple;8;55.93;
8441;Mercaris;76409;MediumAquaMarine;8;69.97;
8442;Lenddo;86128;Red;4;71.88;
8443;Trulia;22786;LightGray;7;49.89;
8444;Calcbench, Inc.;950;Purple;8;51.19;
8445;Level One Technologies;33622;Magenta;6;51.66;
8446;xDayta;83433;LightYellow;8;36.65;
8447;CostQuest;52004;Ivory;4;26.48;
8448;YourMapper;87774;LightBlue;4;65.89;
8449;MicroBilt Corporation;11867;MediumTurquoise;8;64.62;
8450;Cerner;58581;DarkRed;7;67.98;
8451;Ernst & Young LLP;36201;Cornsilk;8;31.49;
8452;Mozio;27907;DarkTurquoise;6;22.38;
8453;Factual;3415;DarkSalmon;4;62.51;
8454;Chubb;73389;PaleGoldenRod;8;74.06;
8455;Azavea;2829;MediumSlateBlue;5;26.99;
8456;Amazon Web Services;62422;DarkRed;5;74.56;
8457;iMedicare;45190;SandyBrown;8;60.46;
8458;Development Seed;17464;DeepSkyBlue;6;40.71;
8459;SpotHero.com;77723;OliveDrab;6;48.65;
8460;Trulia;9215;LemonChiffon;5;77.75;
8461;Uber;4361;FireBrick;7;31.08;
8462;MapQuest;79533;FireBrick;5;60.12;
8463;FlightAware;42905;OliveDrab;4;22.58;
8464;Amazon Web Services;53279;SeaShell;5;70.60;
8465;Poncho App;7431;DarkRed;8;35.73;
8466;ClearHealthCosts;17505;Sienna;6;66.85;
8467;Dow Jones & Co.;27845;Gold;6;62.62;
8468;BillGuard;5007;LightSkyBlue;8;65.82;
8469;Kimono Labs;59086;Khaki;6;61.55;
8470;CONNECT-DOT LLC.;34808;Aquamarine;4;30.18;
8471;CityScan;44671;Magenta;8;32.43;
8472;OnDeck;76207;Aquamarine;5;77.09;
8473;PublicEngines;64262;DarkGreen;6;49.54;
8474;Inrix Traffic;81456;NavajoWhite;4;26.28;
8475;Rand McNally;159;LemonChiffon;4;38.81;
8476;Trulia;28466;SkyBlue;5;38.69;
8477;Caspio;53638;Gray;6;51.20;
8478;Estately;73936;Linen;8;60.90;
8479;Govini;53689;Aqua;8;26.15;
8480;gRadiant Research LLC;95604;Linen;8;77.18;
8481;TopCoder;9703;Coral;6;50.26;
8482;Chemical Abstracts Service;29582;HotPink;7;37.73;
8483;Abt Associates;25770;LawnGreen;5;24.02;
8484;Apextech LLC;91453;Gainsboro;7;32.48;
8485;DataWeave;64141;SeaShell;5;53.39;
8486;Synthicity;83354;HotPink;4;29.46;
8487;Rivet Software;79021;Magenta;4;74.63;
8488;OpenGov;62110;HotPink;7;30.31;
8489;IFI CLAIMS Patent Services;44721;MediumSeaGreen;8;70.12;
8490;Reed Elsevier;19663;Maroon;4;60.50;
8491;Thinknum;37221;LimeGreen;4;41.78;
8492;Datamyne;28119;PaleVioletRed;7;62.94;
8493;Analytica;79462;BlueViolet;6;55.17;
8494;Epsilon;8579;LightSeaGreen;5;50.20;
8495;Seabourne;67195;LightSkyBlue;6;49.27;
8496;Compliance and Risks;52925;DarkSeaGreen;5;28.85;
8497;Fuzion Apps, Inc.;39859;LimeGreen;4;73.72;
8498;Center for Responsive Politics;87538;Gold;7;43.61;
8499;The Govtech Fund;26013;Black;4;58.88;
8500;SlashDB;17624;SandyBrown;6;71.07;
8501;Tableau Software;51428;HoneyDew;4;58.21;
8502;The Govtech Fund;12800;Bisque;7;45.61;
8503;LegiStorm;47025;Bisque;7;32.69;
8504;Castle Biosciences;26776;LightSteelBlue;6;45.87;
8505;Alltuition;84349;Gold;6;24.28;
8506;TrialTrove;61900;LightPink;7;45.96;
8507;Careset.com;56730;Magenta;7;23.04;
8508;Kroll Bond Ratings Agency;57892;WhiteSmoke;5;60.40;
8509;Google Public Data Explorer;13966;IndianRed ;8;29.32;
8510;NuCivic;17506;Snow;8;68.19;
8511;T. Rowe Price;99072;Snow;8;25.04;
8512;LegiStorm;43891;SpringGreen;4;57.93;
8513;Paxata;34109;GreenYellow;4;45.76;
8514;AutoGrid Systems;98372;Lavender;4;77.65;
8515;HelloWallet;61438;Red;6;62.26;
8516;The Govtech Fund;71572;Teal;5;20.20;
8517;Liberty Mutual Insurance Cos.;47848;DarkSalmon;4;56.27;
8518;PlanetEcosystems;47252;BurlyWood;8;77.52;
8519;iTriage;94201;Navy;5;21.80;
8520;Palantir Technologies;81523;GhostWhite;7;48.43;
8521;MarketSense;12759;DimGrey;8;37.26;
8522;Certara;48250;LightGreen;7;55.40;
8523;LOVELAND Technologies;29181;GoldenRod;6;35.18;
8524;Code-N;83947;Silver;5;56.39;
8525;SlashDB;43487;DarkOrchid;8;47.23;
8526;Ez-XBRL;82937;Blue;7;42.73;
8527;Funding Circle;9280;Magenta;6;25.96;
8528;Overture Technologies;60250;Tomato;4;37.21;
8529;SolarList;98147;Azure;5;54.99;
8530;Knoema;54264;MintCream;5;79.02;
8531;DataLogix;75662;AntiqueWhite;5;63.59;
8532;STILLWATER SUPERCOMPUTING INC;35484;FireBrick;5;75.72;
8533;Tableau Software;10789;Beige;4;44.47;
8534;Open Data Nation;54130;Tomato;8;51.25;
8535;Glassy Media;90955;Crimson;4;50.85;
8536;Splunk;99990;Gainsboro;6;50.89;
8537;Junyo;73237;Peru;5;65.23;
8538;TrustedID;61908;MistyRose;6;59.22;
8539;RAND Corporation;14880;Orchid;4;54.61;
8540;Social Health Insights;18539;SteelBlue;8;57.13;
8541;Kroll Bond Ratings Agency;17468;MintCream;5;74.75;
8542;Compliance and Risks;80277;DodgerBlue;5;36.18;
8543;Fidelity Investments;20983;LightCoral;7;73.48;
8544;Funding Circle;78324;PeachPuff;5;32.41;
8545;Glassy Media;62796;Magenta;8;67.09;
8546;USAA Group;80142;Gray;7;74.05;
8547;Bing;69502;DodgerBlue;5;54.51;
8548;Barchart;45664;LightGray;5;33.31;
8549;OnStar;50496;SlateBlue;5;69.03;
8550;Outline;28983;Sienna;4;55.65;
8551;Embark;65896;Beige;5;30.48;
8552;Healthline;77783;WhiteSmoke;7;71.52;
8553;Thomson Reuters;38902;LightCoral;7;46.42;
8554;Politify;96921;PaleGoldenRod;6;49.58;
8555;Experian;38514;Bisque;8;62.95;
8556;Docket Alarm, Inc.;77692;LemonChiffon;5;77.65;
8557;(Leg)Cyte;47962;Turquoise;6;34.22;
8558;SolarList;5389;PeachPuff;6;79.88;
8559;SAP;31344;LightYellow;7;68.34;
8560;Civinomics;47618;LightYellow;5;36.02;
8561;CARFAX;95883;White;5;45.65;
8562;TrialTrove;64541;Peru;8;34.09;
8563;Palantir Technologies;2781;SteelBlue;6;22.67;
8564;TuvaLabs;73126;LightSeaGreen;7;23.20;
8565;Fastcase;27627;DarkKhaki;4;63.36;
8566;Panjiva;13773;Purple;7;47.79;
8567;Earthquake Alert!;79549;Navy;8;51.57;
8568;SigFig;22024;HotPink;5;47.40;
8569;Owler;79215;Coral;8;35.96;
8570;SAS;47865;Moccasin;5;47.50;
8571;Uber;24859;Gainsboro;4;32.04;
8572;48 Factoring Inc.;90822;PaleTurquoise;5;34.61;
8573;Propeller Health;46681;FireBrick;6;38.95;
8574;STILLWATER SUPERCOMPUTING INC;93333;LightGray;7;39.49;
8575;Golden Helix;45446;SlateGray;7;61.81;
8576;CityScan;34313;Lavender;5;66.14;
8577;Dow Jones & Co.;19313;ForestGreen;4;59.63;
8578;Level One Technologies;29288;Orange;8;53.59;
8579;Optensity;85494;LightSalmon;6;27.78;
8580;Spokeo;73472;LightSteelBlue;5;58.32;
8581;DataMade;59038;LightSeaGreen;6;35.28;
8582;Iodine;3974;DimGray;7;40.83;
8583;Patently-O;72271;Beige;7;57.69;
8584;Onvia;80850;Indigo ;8;52.29;
8585;IW Financial;66854;PaleGreen;6;34.89;
8586;Enigma.io;2585;MediumAquaMarine;5;40.05;
8587;Synthicity;59676;DarkTurquoise;4;54.44;
8588;Cambridge Semantics;19115;Cyan;5;65.33;
8589;LegiNation, Inc.;34766;MediumOrchid;7;30.97;
8590;College Board;35759;Lime;6;60.01;
8591;KLD Research;37772;LightSlateGray;8;68.42;
8592;Synthicity;93620;Gainsboro;7;68.50;
8593;Climate Corporation;39207;BlanchedAlmond;5;35.30;
8594;Xatori;39186;DarkMagenta;6;73.05;
8595;GitHub;82501;Olive;4;41.39;
8596;American Red Ball Movers;79772;MediumSpringGreen;4;30.06;
8597;Kimono Labs;92442;Silver;6;39.46;
8598;Social Explorer;61634;LightSeaGreen;8;20.21;
8599;POPVOX;38522;Chartreuse;8;70.12;
8600;Quandl;41737;MediumSeaGreen;6;76.85;
8601;Russell Investments;14166;LightCyan;7;26.19;
8602;GoodGuide;44337;Teal;8;59.41;
8603;Socrata;2796;DarkViolet;8;62.53;
8604;OnStar;75464;MediumPurple;8;60.33;
8605;TagniFi;43577;BlueViolet;8;63.00;
8606;Vimo;17446;MediumOrchid;6;55.20;
8607;Mango Transit;91180;DarkOliveGreen;4;32.11;
8608;GreatSchools;77646;DarkOliveGreen;8;23.07;
8609;Way Better Patents;95267;DarkKhaki;6;68.03;
8610;Mozio;73644;BlanchedAlmond;4;21.79;
8611;Earth Networks;86243;MediumAquaMarine;8;78.53;
8612;Sophic Systems Alliance;6762;LightSteelBlue;5;34.15;
8613;LegiNation, Inc.;59951;Pink;4;78.55;
8614;SAS;30470;Orange;5;75.71;
8615;Lucid;87708;Gainsboro;8;34.46;
8616;DataMade;53824;LightGray;8;51.08;
8617;HelloWallet;46604;DarkSalmon;6;55.52;
8618;STILLWATER SUPERCOMPUTING INC;33376;DarkTurquoise;6;60.92;
8619;OptumInsight;39404;WhiteSmoke;5;32.37;
8620;Urban Airship;64795;MediumPurple;4;50.64;
8621;CGI;63086;Cyan;4;44.38;
8622;Social Explorer;5291;SeaGreen;4;34.09;
8623;Knowledge Agency;49932;PaleGreen;5;31.57;
8624;Cambridge Semantics;48324;Aquamarine;5;24.94;
8625;Compared Care;25856;LightSlateGray;8;62.97;
8626;Personal, Inc.;82611;CadetBlue;4;39.28;
8627;Trulia;32573;MediumPurple;5;61.06;
8628;3 Round Stones, Inc.;98120;LawnGreen;4;51.73;
8629;Mercaris;1399;LightGreen;6;63.40;
8630;REI Systems;62113;MediumBlue;7;36.66;
8631;Department of Better Technology;27458;LightCyan;6;37.70;
8632;Bloomberg;14967;DeepPink;6;42.00;
8633;College Board;14992;DarkGreen;5;36.79;
8634;GitHub;52830;MediumSpringGreen;8;52.19;
8635;SpotCrime;55559;GoldenRod;8;76.37;
8636;Kimono Labs;53257;Silver;5;32.79;
8637;New Media Parents;8736;Indigo ;6;33.91;
8638;Jurispect;42305;GhostWhite;4;78.70;
8639;Liquid Robotics;70882;Thistle;4;74.58;
8640;Redfin;56354;Peru;6;78.75;
8641;Overture Technologies;68842;Crimson;5;75.14;
8642;LegiStorm;48437;Bisque;4;76.50;
8643;Golden Helix;96851;Salmon;6;51.60;
8644;Urban Mapping, Inc;15163;SandyBrown;8;44.50;
8645;Google Public Data Explorer;79272;CornflowerBlue;5;71.58;
8646;CoreLogic;69450;DarkOliveGreen;8;56.58;
8647;OTC Markets;28009;Linen;8;79.00;
8648;IVES Group Inc;86024;MediumTurquoise;4;76.48;
8649;U.S. News Schools;44402;Purple;6;34.68;
8650;HealthMap;50589;Pink;6;55.24;
8651;CARFAX;89250;LightGreen;5;39.23;
8652;Business Monitor International;80203;DarkSlateBlue;5;72.40;
8653;FarmLogs;84151;White;8;23.79;
8654;LegiNation, Inc.;47276;DimGrey;7;44.40;
8655;Fitch;60039;LawnGreen;6;69.82;
8656;PatientsLikeMe;4987;BlanchedAlmond;8;51.04;
8657;Epsilon;91286;FireBrick;5;79.77;
8658;McGraw Hill Financial;20201;SeaGreen;5;74.23;
8659;Equal Pay for Women;76835;DarkOliveGreen;6;30.66;
8660;CARFAX;67985;DarkSeaGreen;7;22.73;
8661;VisualDoD, LLC;47694;LightCyan;5;60.81;
8662;Sterling Infosystems;46982;OliveDrab;5;70.25;
8663;Navico;70810;Gold;7;57.47;
8664;Qado Energy, Inc.;37106;Cornsilk;8;37.78;
8665;Social Explorer;78940;WhiteSmoke;7;44.25;
8666;CityScan;85978;Teal;5;47.96;
8667;Esri;79811;HotPink;6;26.90;
8668;PlanetEcosystems;59104;DarkBlue;6;56.49;
8669;OnStar;81175;PeachPuff;5;51.67;
8670;IPHIX;9298;Purple;5;47.20;
8671;Golden Helix;53392;Aqua;7;79.29;
8672;Urban Airship;42552;MediumOrchid;6;49.38;
8673;IBM;84086;GoldenRod;7;79.27;
8674;United Mayflower;67689;MediumAquaMarine;8;67.02;
8675;STILLWATER SUPERCOMPUTING INC;87950;LavenderBlush;7;30.97;
8676;NerdWallet;31807;Silver;8;22.02;
8677;Code for America;28247;PaleGreen;7;26.53;
